100	99	0
101	101	0
102	103	0
103	105	0
104	107	0
105	109	0
106	111	0
107	113	0
108	115	0
109	117	0
110	119	0
111	122	0
112	124	0
113	126	32
114	128	0
115	131	0
116	133	0
117	135	0
118	138	0
119	140	0
120	142	6
121	145	0
122	147	0
123	150	0
124	152	0
125	155	0
126	157	0
127	160	0
128	162	0
129	165	0
130	167	0
131	170	0
132	172	0
133	175	0
134	178	7
135	180	8
136	183	0
137	186	0
138	189	0
139	191	0
140	194	0
141	197	0
142	200	6
143	203	0
144	205	0
145	208	0
146	211	0
147	214	0
148	217	0
149	220	0
150	223	8
151	226	0
152	229	0
153	232	0
154	235	1
155	238	0
156	241	1
157	244	2
158	248	0
159	251	0
160	254	1
161	257	0
162	260	8
163	264	0
164	267	0
165	270	3
166	273	0
167	277	75
168	280	0
169	283	0
170	287	22
171	290	0
172	294	0
173	297	5
174	301	2
175	304	0
176	308	2
177	311	33
178	315	0
179	318	0
180	322	0
181	325	0
182	329	0
183	333	11
184	336	1
185	340	10
186	344	9
187	347	5
188	351	0
189	355	0
190	359	0
191	362	1
192	366	0
193	370	0
194	374	0
195	378	0
196	382	5
197	386	0
198	390	2
199	394	0
200	398	0
201	402	0
202	406	0
203	410	0
204	414	0
205	418	0
206	422	0
207	426	2
208	430	0
209	434	0
210	438	0
211	443	0
212	447	0
213	451	0
214	455	0
215	460	0
216	464	0
217	468	0
218	473	0
219	477	0
220	481	0
221	486	0
222	490	0
223	495	0
224	499	10
225	504	1
226	508	0
227	513	0
228	517	1
229	522	1
230	526	0
231	531	0
232	535	0
233	540	0
234	545	23
235	549	0
236	554	0
237	559	0
238	564	0
239	568	1
240	573	0
241	578	0
242	583	0
243	588	1
244	592	0
245	597	1
246	602	0
247	607	0
248	612	0
249	617	0
250	622	1
251	627	0
252	632	0
253	637	0
254	642	0
255	647	1
256	652	1
257	657	5
258	663	0
259	668	0
260	673	0
261	678	0
262	683	0
263	689	0
264	694	0
265	699	1
266	704	0
267	710	0
268	715	9
269	720	26
270	726	14
271	731	10
272	737	0
273	742	0
274	748	1
275	753	0
276	759	0
277	764	0
278	770	0
279	775	0
280	781	10
281	786	2
282	792	3
283	798	2
284	803	0
285	809	0
286	815	0
287	820	0
288	826	0
289	832	1
290	838	1
291	843	0
292	849	0
293	855	0
294	861	0
295	867	0
296	873	70
297	879	0
298	885	0
299	891	1
300	897	29
301	903	2
302	909	1
303	915	17
304	921	1
305	927	34
306	933	0
307	939	1
308	945	1
309	951	1
310	957	19
311	964	33
312	970	1
313	976	4
314	982	2
315	989	0
316	995	0
317	1001	0
318	1008	1
319	1014	0
320	1020	2
321	1027	0
322	1033	0
323	1040	0
324	1046	1
325	1053	0
326	1059	45
327	1066	0
328	1072	1
329	1079	17
330	1085	26
331	1092	0
332	1098	0
333	1105	0
334	1112	0
335	1118	0
336	1125	1
337	1132	2
338	1139	1
339	1145	2
340	1152	0
341	1159	0
342	1166	2
343	1173	0
344	1179	0
345	1186	0
346	1193	0
347	1200	2
348	1207	0
349	1214	1
350	1221	6
351	1228	0
352	1235	10
353	1242	0
354	1249	2
355	1256	16
356	1263	2
357	1270	2
358	1278	0
359	1285	3
360	1292	0
361	1299	2
362	1306	3
363	1314	0
364	1321	3
365	1328	2
366	1335	2
367	1343	3
368	1350	0
369	1357	0
370	1365	0
371	1372	14
372	1380	1
373	1387	2
374	1395	2
375	1402	0
376	1410	0
377	1417	0
378	1425	0
379	1432	0
380	1440	0
381	1447	0
382	1455	2
383	1463	0
384	1470	2
385	1478	0
386	1486	2
387	1493	0
388	1501	2
389	1509	0
390	1517	2
391	1524	2
392	1532	0
393	1540	0
394	1548	1
395	1556	0
396	1564	0
397	1572	2
398	1580	0
399	1588	0
400	1596	2
401	1604	1
402	1612	0
403	1620	2
404	1628	2
405	1636	0
406	1644	0
407	1652	0
408	1660	2
409	1668	0
410	1676	0
411	1685	0
412	1693	0
413	1701	0
414	1709	1
415	1718	1
416	1726	0
417	1734	4
418	1743	0
419	1751	2
420	1759	0
421	1768	3
422	1776	0
423	1785	2
424	1793	2
425	1802	0
426	1810	0
427	1819	0
428	1827	0
429	1836	1
430	1844	1
431	1853	1
432	1861	0
433	1870	0
434	1879	0
435	1887	1
436	1896	2
437	1905	1
438	1914	1
439	1922	1
440	1931	32
441	1940	0
442	1949	1
443	1958	4
444	1966	43
445	1975	0
446	1984	1
447	1993	1
448	2002	0
449	2011	2
450	2020	1
451	2029	27
452	2038	1
453	2047	1
454	2056	50
455	2065	0
456	2074	8
457	2083	2
458	2093	40
459	2102	2
460	2111	2
461	2120	1
462	2129	41
463	2139	0
464	2148	0
465	2157	0
466	2166	7
467	2176	0
468	2185	2
469	2194	0
470	2204	32
471	2213	0
472	2223	1
473	2232	1
474	2242	35
475	2251	0
476	2261	0
477	2270	1
478	2280	1
479	2289	1
480	2299	28
481	2308	22
482	2318	2
483	2328	0
484	2337	37
485	2347	1
486	2357	1
487	2366	1
488	2376	1
489	2386	1
490	2396	1
491	2405	14
492	2415	1
493	2425	0
494	2435	1
495	2445	0
496	2455	0
497	2465	35
498	2475	1
499	2485	0
500	2495	2
501	2505	21
502	2515	1
503	2525	2
504	2535	1
505	2545	1
506	2555	1
507	2565	2
508	2575	1
509	2585	1
510	2595	0
511	2606	0
512	2616	2
513	2626	3
514	2636	3
515	2647	1
516	2657	2
517	2667	2
518	2678	1
519	2688	1
520	2698	1
521	2709	1
522	2719	4
523	2730	1
524	2740	0
525	2751	25
526	2761	2
527	2772	0
528	2782	1
529	2793	0
530	2803	0
531	2814	1
532	2824	1
533	2835	3
534	2846	1
535	2856	2
536	2867	2
537	2878	1
538	2889	1
539	2899	0
540	2910	1
541	2921	0
542	2932	3
543	2943	2
544	2953	0
545	2964	2
546	2975	1
547	2986	1
548	2997	1
549	3008	0
550	3019	2
551	3030	1
552	3041	2
553	3052	1
554	3063	0
555	3074	1
556	3085	43
557	3096	3
558	3108	0
559	3119	2
560	3130	0
561	3141	0
562	3152	2
563	3164	0
564	3175	1
565	3186	1
566	3197	1
567	3209	1
568	3220	1
569	3231	0
570	3243	3
571	3254	1
572	3266	1
573	3277	4
574	3289	3
575	3300	3
576	3312	1
577	3323	2
578	3335	0
579	3346	2
580	3358	1
581	3369	1
582	3381	0
583	3393	2
584	3404	1
585	3416	2
586	3428	0
587	3439	1
588	3451	0
589	3463	1
590	3475	3
591	3486	0
592	3498	3
593	3510	1
594	3522	0
595	3534	2
596	3546	2
597	3558	8
598	3570	1
599	3582	0
600	3594	0
601	3606	2
602	3618	0
603	3630	3
604	3642	1
605	3654	0
606	3666	3
607	3678	1
608	3690	1
609	3702	2
610	3714	1
611	3727	1
612	3739	0
613	3751	0
614	3763	41
615	3776	1
616	3788	2
617	3800	3
618	3813	1
619	3825	2
620	3837	2
621	3850	2
622	3862	0
623	3875	1
624	3887	1
625	3900	1
626	3912	0
627	3925	3
628	3937	1
629	3950	2
630	3962	0
631	3975	1
632	3987	2
633	4000	2
634	4013	0
635	4025	4
636	4038	1
637	4051	1
638	4064	3
639	4076	0
640	4089	1
641	4102	41
642	4115	1
643	4128	0
644	4140	3
645	4153	1
646	4166	3
647	4179	1
648	4192	2
649	4205	1
650	4218	4
651	4231	3
