100	99	1	9	1	4	122
100	99	1	9	2	4	81
100	99	1	9	3	4	20
100	99	1	9	4	5	10
100	99	1	9	5	4	11
100	99	1	9	6	4	45
100	1237	24	47	1	11	82
100	1237	24	47	2	13	85
100	1237	24	47	3	11	20
100	1237	24	47	4	14	26
100	1237	24	47	5	10	17
100	1237	24	47	6	13	40
200	398	3	13	1	4	264
200	398	3	13	2	5	254
200	398	3	13	3	4	37
200	398	3	13	4	6	53
200	398	3	13	5	5	29
200	398	3	13	6	5	65
200	4975	49	94	1	18	296
200	4975	49	94	2	21	285
200	4975	49	94	3	16	114
200	4975	49	94	4	21	66
200	4975	49	94	5	17	58
200	4975	49	94	6	20	97
300	897	5	19	1	5	495
300	897	5	19	2	7	543
300	897	5	19	3	5	295
300	897	5	19	4	7	101
300	897	5	19	5	5	177
300	897	5	19	6	6	119
300	11212	74	157	1	23	1048
300	11212	74	157	2	27	880
300	11212	74	157	3	21	149
300	11212	74	157	4	28	145
300	11212	74	157	5	21	127
300	11212	74	157	6	27	248
400	1596	7	25	1	6	933
400	1596	7	25	2	7	1256
400	1596	7	25	3	5	130
400	1596	7	25	4	8	114
400	1596	7	25	5	6	119
400	1596	7	25	6	7	164
400	19950	99	196	1	28	2450
400	19950	99	196	2	34	2549
400	19950	99	196	3	28	400
400	19950	99	196	4	35	279
400	19950	99	196	5	28	344
400	19950	99	196	6	33	377
500	2495	9	31	1	7	2350
500	2495	9	31	2	9	1963
500	2495	9	31	3	7	247
500	2495	9	31	4	9	395
500	2495	9	31	5	7	551
500	2495	9	31	6	8	477
500	31187	124	238	1	33	3434
500	31187	124	238	2	41	3743
500	31187	124	238	3	31	1532
500	31187	124	238	4	40	1487
500	31187	124	238	5	31	2428
500	31187	124	238	6	39	1039
600	3594	11	31	1	7	3016
600	3594	11	31	2	9	3262
600	3594	11	31	3	7	306
600	3594	11	31	4	9	867
600	3594	11	31	5	7	748
600	3594	11	31	6	9	490
600	44925	149	285	1	37	4911
600	44925	149	285	2	46	2883
600	44925	149	285	3	36	638
600	44925	149	285	4	46	680
600	44925	149	285	5	35	1290
600	44925	149	285	6	46	1728
700	4893	13	39	1	8	4041
700	4893	13	39	2	10	4148
700	4893	13	39	3	8	421
700	4893	13	39	4	11	492
700	4893	13	39	5	8	1333
700	4893	13	39	6	10	788
700	61162	174	344	1	42	6492
700	61162	174	344	2	54	7441
700	61162	174	344	3	39	844
700	61162	174	344	4	50	830
700	61162	174	344	5	39	752
700	61162	174	344	6	50	2015
800	6392	15	40	1	8	5220
800	6392	15	40	2	11	6046
800	6392	15	40	3	8	1041
800	6392	15	40	4	11	859
800	6392	15	40	5	8	1416
800	6392	15	40	6	10	989
800	79900	199	381	1	47	5922
800	79900	199	381	2	55	5217
800	79900	199	381	3	43	1647
800	79900	199	381	4	58	1054
800	79900	199	381	5	44	1813
800	79900	199	381	6	56	3236
900	8091	17	50	1	10	6834
900	8091	17	50	2	11	7094
900	8091	17	50	3	9	3018
900	8091	17	50	4	11	1329
900	8091	17	50	5	9	2057
900	8091	17	50	6	11	2058
900	101137	224	438	1	50	11097
900	101137	224	438	2	61	10645
900	101137	224	438	3	48	6475
900	101137	224	438	4	62	1975
900	101137	224	438	5	47	4721
900	101137	224	438	6	60	2202
1000	9990	19	50	1	10	8653
1000	9990	19	50	2	12	7697
1000	9990	19	50	3	9	1344
1000	9990	19	50	4	13	2573
1000	9990	19	50	5	10	2924
1000	9990	19	50	6	12	1108
1000	124875	249	479	1	55	7855
1000	124875	249	479	2	67	14840
1000	124875	249	479	3	51	2783
1000	124875	249	479	4	68	8853
1000	124875	249	479	5	51	1484
1000	124875	249	479	6	66	2338
2000	499750	499	951	1	92	46093
2000	499750	499	951	2	111	46463
2000	499750	499	951	3	86	8147
2000	499750	499	951	4	109	8524
2000	499750	499	951	5	86	9042
2000	499750	499	951	6	111	10843
2000	999500	999	1540	1	202	58853
2000	999500	999	1540	2	246	70043
2000	999500	999	1540	3	201	11652
2000	999500	999	1540	4	245	12285
2000	999500	999	1540	5	226	22312
2000	999500	999	1540	6	228	32627
3000	1124625	749	1416	1	126	108690
3000	1124625	749	1416	2	153	102452
3000	1124625	749	1416	3	119	17107
3000	1124625	749	1416	4	156	18863
3000	1124625	749	1416	5	118	37787
3000	1124625	749	1416	6	153	34410
3000	2249250	1499	2281	1	286	150683
3000	2249250	1499	2281	2	347	184480
3000	2249250	1499	2281	3	287	73611
3000	2249250	1499	2281	4	350	53240
3000	2249250	1499	2281	5	317	32035
3000	2249250	1499	2281	6	318	39245
4000	1999500	999	1881	1	158	206437
4000	1999500	999	1881	2	194	150459
4000	1999500	999	1881	3	151	74513
4000	1999500	999	1881	4	194	49915
4000	1999500	999	1881	5	149	82467
4000	1999500	999	1881	6	193	42447
4000	3999000	1999	3034	1	366	264602
4000	3999000	1999	3034	2	436	404089
4000	3999000	1999	3034	3	362	166845
4000	3999000	1999	3034	4	439	150792
4000	3999000	1999	3034	5	404	147102
4000	3999000	1999	3034	6	405	115130
