100	99	1	12	1	3	50
100	99	1	12	2	4	92
100	99	1	12	3	3	9
100	99	1	12	5	4	169
100	99	1	12	4	4	10
100	99	1	12	6	4	64
100	1237	24	87	1	12	76
100	1237	24	87	2	12	92
100	1237	24	87	3	11	19
100	1237	24	87	4	13	17
100	1237	24	87	5	12	17
100	1237	24	87	6	14	41
200	398	3	21	1	5	193
200	398	3	21	2	6	312
200	398	3	21	3	4	41
200	398	3	21	4	6	31
200	398	3	21	5	5	37
200	398	3	21	6	5	148
200	4975	49	178	1	19	1141
200	4975	49	178	2	22	384
200	4975	49	178	3	19	521
200	4975	49	178	4	24	114
200	4975	49	178	5	20	92
200	4975	49	178	6	22	401
300	897	5	33	1	5	482
300	897	5	33	2	6	527
300	897	5	33	3	5	312
300	897	5	33	4	7	103
300	897	5	33	5	5	184
300	897	5	33	6	6	131
300	11212	74	262	1	25	1225
300	11212	74	262	2	28	1158
300	11212	74	262	3	23	171
300	11212	74	262	4	29	169
300	11212	74	262	5	25	135
300	11212	74	262	6	31	214
400	1596	7	41	1	6	942
400	1596	7	41	2	7	1120
400	1596	7	41	3	5	133
400	1596	7	41	4	7	123
400	1596	7	41	5	6	123
400	1596	7	41	6	8	155
400	19950	99	348	1	31	2320
400	19950	99	348	2	36	2449
400	19950	99	348	3	31	959
400	19950	99	348	4	36	322
400	19950	99	348	5	32	1040
400	19950	99	348	6	36	639
500	2495	9	54	1	7	1691
500	2495	9	54	2	9	1842
500	2495	9	54	3	6	379
500	2495	9	54	4	9	415
500	2495	9	54	5	7	518
500	2495	9	54	6	9	255
500	31187	124	429	1	36	3257
500	31187	124	429	2	41	2127
500	31187	124	429	3	35	1418
500	31187	124	429	4	43	1949
500	31187	124	429	5	37	2148
500	31187	124	429	6	46	637
600	3594	11	59	1	8	2520
600	3594	11	59	2	9	2925
600	3594	11	59	3	7	503
600	3594	11	59	4	10	474
600	3594	11	59	5	7	497
600	3594	11	59	6	9	432
600	44925	149	519	1	42	5248
600	44925	149	519	2	48	5112
600	44925	149	519	3	42	637
600	44925	149	519	4	50	758
600	44925	149	519	5	43	517
600	44925	149	519	6	49	907
700	4893	13	68	1	8	3411
700	4893	13	68	2	10	4247
700	4893	13	68	3	8	421
700	4893	13	68	4	10	741
700	4893	13	68	5	8	709
700	4893	13	68	6	10	1074
700	61162	174	599	1	47	3849
700	61162	174	599	2	56	8012
700	61162	174	599	3	46	3732
700	61162	174	599	4	55	961
700	61162	174	599	5	49	3256
700	61162	174	599	6	58	1188
800	6392	15	80	1	9	4528
800	6392	15	80	2	10	4928
800	6392	15	80	3	8	718
800	6392	15	80	4	10	1140
800	6392	15	80	5	9	472
800	6392	15	80	6	11	750
800	79900	199	698	1	53	8200
800	79900	199	698	2	61	5101
800	79900	199	698	3	52	1158
800	79900	199	698	4	61	1200
800	79900	199	698	5	53	934
800	79900	199	698	6	62	1478
900	8091	17	88	1	9	5039
900	8091	17	88	2	11	8680
900	8091	17	88	3	9	2406
900	8091	17	88	4	12	1176
900	8091	17	88	5	9	1142
900	8091	17	88	6	12	1756
900	101137	224	774	1	57	10130
900	101137	224	774	2	67	11355
900	101137	224	774	3	57	1730
900	101137	224	774	4	69	1839
900	101137	224	774	5	60	1310
900	101137	224	774	6	70	2051
1000	9990	19	109	1	10	6710
1000	9990	19	109	2	13	10737
1000	9990	19	109	3	9	1587
1000	9990	19	109	4	12	1334
1000	9990	19	109	5	9	2916
1000	9990	19	109	6	12	2407
1000	124875	249	852	1	61	11146
1000	124875	249	852	2	71	12287
1000	124875	249	852	3	62	1897
1000	124875	249	852	4	75	1881
1000	124875	249	852	5	63	5398
1000	124875	249	852	6	73	2619
2000	499750	499	1704	1	109	37747
2000	499750	499	1704	2	124	61037
2000	499750	499	1704	3	106	20987
2000	499750	499	1704	4	123	12100
2000	499750	499	1704	5	109	7996
2000	499750	499	1704	6	130	14758
2000	999500	999	1897	1	249	60233
2000	999500	999	1897	2	312	67537
2000	999500	999	1897	3	253	14144
2000	999500	999	1897	4	318	17882
2000	999500	999	1897	5	300	10819
2000	999500	999	1897	6	285	33620
3000	1124625	749	2543	1	152	99263
3000	1124625	749	2543	2	167	112885
3000	1124625	749	2543	3	149	22492
3000	1124625	749	2543	4	169	20492
3000	1124625	749	2543	5	152	17033
3000	1124625	749	2543	6	180	23072
3000	2249250	1499	2851	1	354	134696
3000	2249250	1499	2851	2	444	159579
3000	2249250	1499	2851	3	355	35335
3000	2249250	1499	2851	4	448	79064
3000	2249250	1499	2851	5	417	81706
3000	2249250	1499	2851	6	404	67631
4000	1999500	999	3384	1	192	204374
4000	1999500	999	3384	2	213	218675
4000	1999500	999	3384	3	190	36087
4000	1999500	999	3384	4	218	38019
4000	1999500	999	3384	5	192	79177
4000	1999500	999	3384	6	229	82303
4000	3999000	1999	3788	1	455	165494
4000	3999000	1999	3788	2	561	278161
4000	3999000	1999	3788	3	453	156338
4000	3999000	1999	3788	4	577	78035
4000	3999000	1999	3788	5	535	53616
4000	3999000	1999	3788	6	514	71010
