100	4950	99	99	1	100	170
100	4950	99	99	2	100	181
100	4950	99	99	3	100	76
100	4950	99	99	4	100	82
100	4950	99	99	5	100	785
100	4950	99	99	6	100	106
200	19900	199	199	1	200	425
200	19900	199	199	2	200	398
200	19900	199	199	3	200	137
200	19900	199	199	4	200	144
200	19900	199	199	5	200	172
200	19900	199	199	6	200	504
300	44850	299	299	1	300	1064
300	44850	299	299	2	300	2070
300	44850	299	299	3	300	724
300	44850	299	299	4	300	374
300	44850	299	299	5	300	2185
300	44850	299	299	6	300	532
400	79800	399	399	1	400	4229
400	79800	399	399	2	400	4899
400	79800	399	399	3	400	580
400	79800	399	399	4	400	584
400	79800	399	399	5	400	574
400	79800	399	399	6	400	960
500	124750	499	499	1	500	6121
500	124750	499	499	2	500	8492
500	124750	499	499	3	500	926
500	124750	499	499	4	500	3319
500	124750	499	499	5	500	921
500	124750	499	499	6	500	1512
600	179700	599	599	1	600	4725
600	179700	599	599	2	600	3781
600	179700	599	599	3	600	1291
600	179700	599	599	4	600	1282
600	179700	599	599	5	600	11309
600	179700	599	599	6	600	2417
700	244650	699	699	1	700	6679
700	244650	699	699	2	700	11611
700	244650	699	699	3	700	8381
700	244650	699	699	4	700	1922
700	244650	699	699	5	700	6292
700	244650	699	699	6	700	3153
800	319600	799	799	1	800	12520
800	319600	799	799	2	800	10092
800	319600	799	799	3	800	2569
800	319600	799	799	4	800	12121
800	319600	799	799	5	800	3064
800	319600	799	799	6	800	6710
900	404550	899	899	1	900	12754
900	404550	899	899	2	900	9375
900	404550	899	899	3	900	3343
900	404550	899	899	4	900	3450
900	404550	899	899	5	900	13769
900	404550	899	899	6	900	5054
1000	499500	999	999	1	1000	10704
1000	499500	999	999	2	1000	11703
1000	499500	999	999	3	1000	14811
1000	499500	999	999	4	1000	7740
1000	499500	999	999	5	1000	12707
1000	499500	999	999	6	1000	6259
2000	1999000	1999	1999	1	2000	100510
2000	1999000	1999	1999	2	2000	89455
2000	1999000	1999	1999	3	2000	20861
2000	1999000	1999	1999	4	2000	20484
2000	1999000	1999	1999	5	2000	21280
2000	1999000	1999	1999	6	2000	33477
3000	4498500	2999	2999	1	3000	141558
3000	4498500	2999	2999	2	3000	121081
3000	4498500	2999	2999	3	3000	166713
3000	4498500	2999	2999	4	3000	49369
3000	4498500	2999	2999	5	3000	46199
3000	4498500	2999	2999	6	3000	89811
4000	7998000	3999	3999	1	4000	249521
4000	7998000	3999	3999	2	4000	227373
4000	7998000	3999	3999	3	4000	232925
4000	7998000	3999	3999	4	4000	120247
4000	7998000	3999	3999	5	4000	129802
4000	7998000	3999	3999	6	4000	135831
5000	12497500	4999	4999	1	5000	749331
5000	12497500	4999	4999	2	5000	1040856
5000	12497500	4999	4999	3	5000	162476
5000	12497500	4999	4999	4	5000	149265
5000	12497500	4999	4999	5	5000	162500
5000	12497500	4999	4999	6	5000	178526
8000	31996000	7999	7999	1	8000	25959829
8000	31996000	7999	7999	2	8000	57890862
10000	49995000	9999	9999	1	10000	155419147
8000	31996000	7999	7999	3	8000	112054938
8000	31996000	7999	7999	4	8000	121888016
10000	49995000	9999	9999	2	10000	330375799
8000	31996000	7999	7999	5	8000	105081252
10000	49995000	9999	9999	3	10000	156527869
8000	31996000	7999	7999	6	8000	110117381
10000	49995000	9999	9999	4	10000	22654092
10000	49995000	9999	9999	5	10000	48251530
10000	49995000	9999	9999	6	10000	49501152
