100	4950	820
101	5050	731
102	5151	867
103	5253	106
104	5356	111
105	5460	109
106	5565	94
107	5671	122
108	5778	126
109	5886	243
110	5995	126
111	6105	734
112	6216	91
113	6328	129
114	6441	215
115	6555	95
116	6670	89
117	6786	148
118	6903	613
119	7021	147
120	7140	870
121	7260	730
122	7381	754
123	7503	990
124	7626	1049
125	7750	869
126	7875	1018
127	8001	784
128	8128	1071
129	8256	559
130	8385	1274
131	8515	825
132	8646	806
133	8778	1239
134	8911	1365
135	9045	125
136	9180	967
137	9316	137
138	9453	590
139	9591	1114
140	9730	718
141	9870	1395
142	10011	1916
143	10153	136
144	10296	491
145	10440	217
146	10585	178
147	10731	1159
148	10878	205
149	11026	971
150	11175	245
151	11325	1272
152	11476	154
153	11628	1755
154	11781	168
155	11935	1181
156	12090	1680
157	12246	905
158	12403	925
159	12561	900
160	12720	1287
161	12880	262
162	13041	258
163	13203	442
164	13366	2028
165	13530	274
166	13695	273
167	13861	277
168	14028	272
169	14196	553
170	14365	734
171	14535	1878
172	14706	288
173	14878	294
174	15051	1173
175	15225	1890
176	15400	768
177	15576	221
178	15753	2414
179	15931	306
180	16110	320
181	16290	234
182	16471	229
183	16653	351
184	16836	230
185	17020	357
186	17205	247
187	17391	256
188	17578	249
189	17766	358
190	17955	248
191	18145	298
192	18336	2162
193	18528	1809
194	18721	385
195	18915	1147
196	19110	1701
197	19306	3490
198	19503	3568
199	19701	294
200	19900	1987
201	20100	285
202	20301	297
203	20503	273
204	20706	2105
205	20910	1533
206	21115	315
207	21321	286
208	21528	409
209	21736	2938
210	21945	435
211	22155	443
212	22366	1976
213	22578	347
214	22791	326
215	23005	312
216	23220	1661
217	23436	2964
218	23653	3287
219	23871	377
220	24090	998
221	24310	380
222	24531	933
223	24753	482
224	24976	1442
225	25200	1501
226	25425	4934
227	25651	531
228	25878	2979
229	26106	2426
230	26335	2456
231	26565	499
232	26796	1461
233	27028	394
234	27261	2700
235	27495	553
236	27730	562
237	27966	3360
238	28203	2531
239	28441	618
240	28680	1666
241	28920	3320
242	29161	621
243	29403	2588
244	29646	2302
245	29890	573
246	30135	1631
247	30381	5556
248	30628	3870
249	30876	2445
250	31125	490
251	31375	624
252	31626	658
253	31878	595
254	32131	643
255	32385	615
256	32640	437
257	32896	663
258	33153	1162
259	33411	643
260	33670	752
261	33930	692
262	34191	735
263	34453	471
264	34716	685
265	34980	4502
266	35245	4486
267	35511	7073
268	35778	615
269	36046	961
270	36315	4799
271	36585	755
272	36856	2479
273	37128	720
274	37401	702
275	37675	752
276	37950	738
277	38226	1637
278	38503	3087
279	38781	2751
280	39060	1189
281	39340	580
282	39621	529
283	39903	6075
284	40186	790
285	40470	711
286	40755	710
287	41041	2709
288	41328	598
289	41616	3436
290	41905	3675
291	42195	1566
292	42486	3825
293	42778	4694
294	43071	891
295	43365	5115
296	43660	683
297	43956	626
298	44253	3242
299	44551	3346
300	44850	751
301	45150	2955
302	45451	5308
303	45753	3978
304	46056	1007
305	46360	3945
306	46665	701
307	46971	769
308	47278	714
309	47586	4696
310	47895	5232
311	48205	5088
312	48516	1927
313	48828	988
314	49141	6367
315	49455	5706
316	49770	980
317	50086	1043
318	50403	966
319	50721	6375
320	51040	4461
321	51360	751
322	51681	804
323	52003	4677
324	52326	4957
325	52650	5716
326	52975	8166
327	53301	916
328	53628	728
329	53956	1072
330	54285	1029
331	54615	1286
332	54946	5730
333	55278	973
334	55611	861
335	55945	961
336	56280	919
337	56616	866
338	56953	4602
339	57291	2833
340	57630	3302
341	57970	1638
342	58311	5632
343	58653	905
344	58996	6324
345	59340	968
346	59685	1022
347	60031	5759
348	60378	1147
349	60726	1013
350	61075	4538
351	61425	1203
352	61776	814
353	62128	928
354	62481	6097
355	62835	10613
356	63190	2886
357	63546	1917
358	63903	872
359	64261	6223
360	64620	897
361	64980	1035
362	65341	4831
363	65703	1195
364	66066	4822
365	66430	7096
366	66795	5115
367	67161	2094
368	67528	6259
369	67896	938
370	68265	978
371	68635	6687
372	69006	3403
373	69378	6535
374	69751	5271
375	70125	932
376	70500	9046
377	70876	1055
378	71253	8717
379	71631	6392
380	72010	5762
381	72390	1973
382	72771	7467
383	73153	8629
384	73536	6045
385	73920	1275
386	74305	6211
387	74691	4142
388	75078	6567
389	75466	7309
390	75855	9316
391	76245	5006
392	76636	1133
393	77028	5402
394	77421	5810
395	77815	5410
396	78210	1065
397	78606	1046
398	79003	8476
399	79401	7586
400	79800	5941
401	80200	1474
402	80601	4463
403	81003	11069
404	81406	1114
405	81810	2197
406	82215	6887
407	82621	6620
408	83028	3891
409	83436	5534
410	83845	2750
411	84255	1163
412	84666	10156
413	85078	8322
414	85491	3772
415	85905	9489
416	86320	1195
417	86736	1122
418	87153	10198
419	87571	1466
420	87990	1195
421	88410	1356
422	88831	3378
423	89253	1270
424	89676	1527
425	90100	10406
426	90525	1660
427	90951	7974
428	91378	1671
429	91806	8697
430	92235	1330
431	92665	1460
432	93096	1424
433	93528	1408
434	93961	11661
435	94395	13203
436	94830	1534
437	95266	2676
438	95703	10320
439	96141	16858
440	96580	13914
441	97020	1500
442	97461	10696
443	97903	4230
444	98346	7158
445	98790	10599
446	99235	2192
447	99681	4532
448	100128	1546
449	100576	1593
450	101025	1582
451	101475	7894
452	101926	1559
453	102378	2134
454	102831	8118
455	103285	12876
456	103740	11967
457	104196	13297
458	104653	1663
459	105111	15487
460	105570	2899
461	106030	10009
462	106491	2742
463	106953	1900
464	107416	2329
465	107880	8494
466	108345	1812
467	108811	12877
468	109278	1854
469	109746	15140
470	110215	2681
471	110685	2156
472	111156	15172
473	111628	1973
474	112101	2550
475	112575	14109
476	113050	14110
477	113526	2143
478	114003	13100
479	114481	3623
480	114960	2346
481	115440	15061
482	115921	12277
483	116403	1812
484	116886	8211
485	117370	2189
486	117855	11175
487	118341	7647
488	118828	3305
489	119316	15816
490	119805	2277
491	120295	8266
492	120786	2902
493	121278	16910
494	121771	4225
495	122265	2717
496	122760	17601
497	123256	6959
498	123753	17195
499	124251	2856
500	124750	11668
501	125250	3109
502	125751	9106
503	126253	10699
504	126756	11552
505	127260	18455
506	127765	4404
507	128271	18722
508	128778	9652
509	129286	3196
510	129795	13103
511	130305	23073
512	130816	3249
513	131328	20044
514	131841	3463
515	132355	13156
516	132870	7664
517	133386	3181
518	133903	2308
519	134421	19904
520	134940	2921
521	135460	15017
522	135981	2447
523	136503	7567
524	137026	2292
525	137550	14962
526	138075	20359
527	138601	3341
528	139128	2858
529	139656	2497
530	140185	14294
531	140715	19893
532	141246	15235
533	141778	15195
534	142311	12849
535	142845	3142
536	143380	18228
537	143916	10634
538	144453	3217
539	144991	8412
540	145530	2620
541	146070	9185
542	146611	16265
543	147153	27694
544	147696	2658
545	148240	12091
546	148785	11840
547	149331	17118
548	149878	4695
549	150426	24017
550	150975	20276
551	151525	7960
552	152076	17800
553	152628	12645
554	153181	4845
555	153735	3743
556	154290	4187
557	154846	3303
558	155403	4635
559	155961	21487
560	156520	21812
561	157080	6467
562	157641	2658
563	158203	22180
564	158766	3268
565	159330	21748
566	159895	14018
567	160461	2554
568	161028	17378
569	161596	4257
570	162165	30556
571	162735	7577
572	163306	15132
573	163878	3266
574	164451	6185
575	165025	4924
576	165600	6220
577	166176	7318
578	166753	3575
579	167331	9762
580	167910	3354
581	168490	25208
582	169071	2653
583	169653	14615
584	170236	11715
585	170820	18457
586	171405	2619
587	171991	2812
588	172578	9025
589	173166	19109
590	173755	19931
591	174345	7367
592	174936	28791
593	175528	25393
594	176121	27022
595	176715	7202
596	177310	26426
597	177906	8868
598	178503	6482
599	179101	5424
600	179700	23502
601	180300	9892
602	180901	10918
603	181503	4305
604	182106	9277
605	182710	3386
606	183315	3365
607	183921	27424
608	184528	9873
609	185136	12756
610	185745	21425
611	186355	19832
612	186966	7211
613	187578	4194
614	188191	3738
615	188805	5474
616	189420	3030
617	190036	20961
618	190653	3435
619	191271	3650
620	191890	3241
621	192510	11034
622	193131	15006
623	193753	16218
624	194376	26748
625	195000	3384
626	195625	30234
627	196251	5596
628	196878	14413
629	197506	4000
630	198135	21868
631	198765	10003
632	199396	3183
633	200028	18777
634	200661	26195
635	201295	3840
636	201930	3522
637	202566	16865
638	203203	31383
639	203841	24569
640	204480	32564
641	205120	14410
642	205761	5013
643	206403	3370
644	207046	25557
645	207690	6852
646	208335	34467
647	208981	27306
648	209628	28192
649	210276	3640
650	210925	4264
651	211575	3335
652	212226	15102
653	212878	29364
654	213531	4255
655	214185	36885
656	214840	32507
657	215496	3929
658	216153	29868
659	216811	3457
660	217470	27492
661	218130	3566
662	218791	18805
663	219453	4018
664	220116	4254
665	220780	36537
666	221445	4945
667	222111	3715
668	222778	23539
669	223446	16866
670	224115	4559
671	224785	3718
672	225456	17038
673	226128	4635
674	226801	20059
675	227475	4192
676	228150	23540
677	228826	15503
678	229503	5222
679	230181	13044
680	230860	20882
681	231540	10142
682	232221	21373
683	232903	37247
684	233586	5356
685	234270	3864
686	234955	16110
687	235641	24500
688	236328	31691
689	237016	4252
690	237705	30501
691	238395	4297
692	239086	4116
693	239778	25971
694	240471	5769
695	241165	4297
696	241860	4025
697	242556	5567
698	243253	21965
699	243951	4478
700	244650	14462
701	245350	22216
702	246051	7958
703	246753	49487
704	247456	33680
705	248160	5995
706	248865	37458
707	249571	37015
708	250278	4365
709	250986	4319
710	251695	44835
711	252405	4016
712	253116	4225
713	253828	35017
714	254541	16307
715	255255	5601
716	255970	25119
